place_id,place_name,reachable_status,total_appearances,card1_appearances,card2_appearances,card3_appearances,primaryTheme_coverage,purpose_coverage,transport_coverage,season_coverage,departure_coverage,first_trigger_condition,best_trigger_condition,max_score,best_rank,blocked_stage,blocked_reason,recommended_fix
GOAT-022,매봉산 바람의 언덕,REACHABLE,208,0,72,136,알프스·고원·목장 무드,사진·포토스팟|산책·힐링|카페·실내휴식,대중교통|도보중심|자차,여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_ALPS_01"",""primaryTheme"":""알프스·고원·목장 무드"",""moodTags"":[""알프스감성"",""자연친화"",""청량함"",""탁트임""],""sceneTags"":[""목장"",""초원"",""동물"",""산""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}","{""referenceCardId"":""REF_ALPS_01"",""primaryTheme"":""알프스·고원·목장 무드"",""moodTags"":[""알프스감성"",""자연친화"",""청량함"",""탁트임""],""sceneTags"":[""목장"",""초원"",""동물"",""산""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""gangneung"",""exposureState"":""recent"",""retry"":true}",82,2,,,
GOAT-023,태기산,REACHABLE,1488,0,1488,0,숲·정원·자연휴식 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_NATURE_01"",""primaryTheme"":""숲·정원·자연휴식 무드"",""moodTags"":[""북유럽감성"",""자연친화"",""조용함"",""힐링""],""sceneTags"":[""숲"",""산책로"",""산""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""겨울"",""currentDate"":""2026-01-20"",""departure"":""none"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_NATURE_01"",""primaryTheme"":""숲·정원·자연휴식 무드"",""moodTags"":[""북유럽감성"",""자연친화"",""조용함"",""힐링""],""sceneTags"":[""숲"",""산책로"",""산""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""겨울"",""currentDate"":""2026-01-20"",""departure"":""pyeongchang"",""exposureState"":""recent"",""retry"":true}",92,2,,,
GOAT-024,안목해변 카페거리,REACHABLE,8424,2240,3496,2688,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""대중교통"",""companionType"":""혼자"",""season"":""겨울"",""currentDate"":""2026-01-20"",""departure"":""gangneung"",""exposureState"":""recent"",""retry"":true}",99,1,,,
GOAT-025,하슬라아트월드,REACHABLE,7284,1856,2056,3372,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""전시·건축관람"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}","{""referenceCardId"":""REF_ARCH_01"",""primaryTheme"":""건축·전시·랜드마크 무드"",""moodTags"":[""예술적"",""미니멀"",""건축미"",""현대적""],""sceneTags"":[""미술관"",""건축"",""정원""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""gangneung"",""exposureState"":""none"",""retry"":false}",91,1,,,
GOAT-026,정동진 썬크루즈 리조트,REACHABLE,2716,0,1700,1016,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""숙소·리조트"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""겨울"",""currentDate"":""2026-01-20"",""departure"":""seoul"",""exposureState"":""none"",""retry"":false}","{""referenceCardId"":""REF_ARCH_01"",""primaryTheme"":""건축·전시·랜드마크 무드"",""moodTags"":[""예술적"",""미니멀"",""건축미"",""현대적""],""sceneTags"":[""미술관"",""건축"",""정원""],""travelPurpose"":""사진·포토스팟"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""겨울"",""currentDate"":""2026-01-20"",""departure"":""gangneung"",""exposureState"":""none"",""retry"":false}",91,2,,,
GOAT-027,BTS 버스정류장,REACHABLE,4392,224,3732,436,바다·해안 무드|알프스·고원·목장 무드|일본 소도시·골목 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}","{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""gangneung"",""exposureState"":""recent"",""retry"":true}",100,1,,,
GOAT-028,정동진 철길 건널목,REACHABLE,5604,4704,0,900,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""산책·힐링"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""gangneung"",""exposureState"":""recent"",""retry"":false}","{""referenceCardId"":""REF_JP_02"",""primaryTheme"":""일본 소도시·골목 무드"",""moodTags"":[""가마쿠라감성"",""애니메이션감성"",""일본소도시감성"",""청량함""],""sceneTags"":[""바다"",""해변"",""철길""],""travelPurpose"":""사진·포토스팟"",""transportType"":""대중교통"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}",87,1,,,
GOAT-029,안반데기,REACHABLE,580,0,360,220,알프스·고원·목장 무드,사진·포토스팟|산책·힐링,대중교통|도보중심|자차,겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_ALPS_01"",""primaryTheme"":""알프스·고원·목장 무드"",""moodTags"":[""알프스감성"",""자연친화"",""청량함"",""탁트임""],""sceneTags"":[""목장"",""초원"",""동물"",""산""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""seoul"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_ALPS_01"",""primaryTheme"":""알프스·고원·목장 무드"",""moodTags"":[""알프스감성"",""자연친화"",""청량함"",""탁트임""],""sceneTags"":[""목장"",""초원"",""동물"",""산""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""gangneung"",""exposureState"":""recent"",""retry"":true}",86,2,,,
GOAT-030,금진해변·헌화로 드라이브 코스,REACHABLE,6320,4760,464,1096,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}","{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}",90,1,,,
GOAT-031,교동 소품샵 거리,REACHABLE,2912,0,280,2632,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""카페·실내휴식"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""가을"",""currentDate"":""2026-10-20"",""departure"":""gangneung"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_JP_02"",""primaryTheme"":""일본 소도시·골목 무드"",""moodTags"":[""가마쿠라감성"",""애니메이션감성"",""일본소도시감성"",""청량함""],""sceneTags"":[""바다"",""해변"",""철길""],""travelPurpose"":""산책·힐링"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""gangneung"",""exposureState"":""recent"",""retry"":false}",85,2,,,
GOAT-032,휴식 료칸 풀빌라,REACHABLE,408,0,16,392,일본 소도시·골목 무드|휴양·카페·이국공간 무드,숙소·리조트,대중교통|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_JP_02"",""primaryTheme"":""일본 소도시·골목 무드"",""moodTags"":[""가마쿠라감성"",""애니메이션감성"",""일본소도시감성"",""청량함""],""sceneTags"":[""바다"",""해변"",""철길""],""travelPurpose"":""숙소·리조트"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""recent"",""retry"":false}","{""referenceCardId"":""REF_JP_02"",""primaryTheme"":""일본 소도시·골목 무드"",""moodTags"":[""가마쿠라감성"",""애니메이션감성"",""일본소도시감성"",""청량함""],""sceneTags"":[""바다"",""해변"",""철길""],""travelPurpose"":""숙소·리조트"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""겨울"",""currentDate"":""2026-01-20"",""departure"":""gangneung"",""exposureState"":""recent"",""retry"":true}",81,2,,,
GOAT-033,유메모리 리조트,REACHABLE,1188,0,56,1132,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,숙소·리조트|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""숙소·리조트"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""gangneung"",""exposureState"":""recent"",""retry"":false}","{""referenceCardId"":""REF_JP_02"",""primaryTheme"":""일본 소도시·골목 무드"",""moodTags"":[""가마쿠라감성"",""애니메이션감성"",""일본소도시감성"",""청량함""],""sceneTags"":[""바다"",""해변"",""철길""],""travelPurpose"":""숙소·리조트"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""gangneung"",""exposureState"":""none"",""retry"":false}",78,2,,,
GOAT-034,무릉별유천지,REACHABLE,2088,1344,244,500,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""산책·힐링"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""seoul"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_ARCH_01"",""primaryTheme"":""건축·전시·랜드마크 무드"",""moodTags"":[""예술적"",""미니멀"",""건축미"",""현대적""],""sceneTags"":[""미술관"",""건축"",""정원""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""gangneung"",""exposureState"":""none"",""retry"":false}",84,1,,,
GOAT-035,어달삼거리,REACHABLE,4776,64,4304,408,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""산책·힐링"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_JP_02"",""primaryTheme"":""일본 소도시·골목 무드"",""moodTags"":[""가마쿠라감성"",""애니메이션감성"",""일본소도시감성"",""청량함""],""sceneTags"":[""바다"",""해변"",""철길""],""travelPurpose"":""사진·포토스팟"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""gangneung"",""exposureState"":""none"",""retry"":false}",95,1,,,
GOAT-036,묵호항 일대,REACHABLE,8468,2464,1868,4136,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""먹거리·야간탐방"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}","{""referenceCardId"":""REF_RETRO_01"",""primaryTheme"":""레트로·시장·항구 무드"",""moodTags"":[""레트로"",""로컬감성"",""활기"",""빈티지""],""sceneTags"":[""항구"",""시장"",""야간거리""],""travelPurpose"":""사진·포토스팟"",""transportType"":""대중교통"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}",87,1,,,
GOAT-037,묵호등대·논골담길,REACHABLE,1840,400,568,872,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|일본 소도시·골목 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""none"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""산책·힐링"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""gangneung"",""exposureState"":""recent"",""retry"":true}",84,1,,,
GOAT-038,외옹치 바다향기로,REACHABLE,2396,0,752,1644,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""seoul"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""대중교통"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""sokcho"",""exposureState"":""none"",""retry"":false}",93,2,,,
GOAT-039,카페 흰다정,REACHABLE,4368,1224,2188,956,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""카페·실내휴식"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""seoul"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_RETRO_01"",""primaryTheme"":""레트로·시장·항구 무드"",""moodTags"":[""레트로"",""로컬감성"",""활기"",""빈티지""],""sceneTags"":[""항구"",""시장"",""야간거리""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""봄"",""currentDate"":""2026-05-20"",""departure"":""sokcho"",""exposureState"":""recent"",""retry"":false}",90,1,,,
GOAT-040,서피비치,REACHABLE,1800,168,972,660,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""none"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""체험·액티비티"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""gangneung"",""exposureState"":""none"",""retry"":false}",94,1,,,
GOAT-041,죽도해변·인구해변·양리단길,REACHABLE,7120,1976,456,4688,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""산책·힐링"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""none"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""체험·액티비티"",""transportType"":""도보중심"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}",80,1,,,
GOAT-042,두둥실,REACHABLE,5488,4152,592,744,건축·전시·랜드마크 무드|레트로·시장·항구 무드|바다·해안 무드|숲·정원·자연휴식 무드|알프스·고원·목장 무드|일본 소도시·골목 무드|휴양·카페·이국공간 무드,먹거리·야간탐방|사진·포토스팟|산책·힐링|숙소·리조트|전시·건축관람|체험·액티비티|카페·실내휴식,대중교통|도보중심|자차,가을|겨울|봄|여름,chuncheon|gangneung|none|pyeongchang|seoul|sokcho|wonju,"{""referenceCardId"":""REF_SEA_02"",""primaryTheme"":""바다·해안 무드"",""moodTags"":[""로드트립감성"",""청량함"",""자유로움"",""낭만적""],""sceneTags"":[""바다"",""해안도로"",""해변"",""서핑""],""travelPurpose"":""카페·실내휴식"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""none"",""exposureState"":""none"",""retry"":true}","{""referenceCardId"":""REF_RESORT_02"",""primaryTheme"":""휴양·카페·이국공간 무드"",""moodTags"":[""발리감성"",""휴양감"",""프라이빗"",""아늑함""],""sceneTags"":[""카페"",""해변"",""실내공간""],""travelPurpose"":""사진·포토스팟"",""transportType"":""자차"",""companionType"":""혼자"",""season"":""여름"",""currentDate"":""2026-07-20"",""departure"":""none"",""exposureState"":""none"",""retry"":false}",90,1,,,
